,Unnamed: 0_x,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Share_over65,Share_under18,largest_race,airport,dist_airport
10,10,21,"Chilton County, Alabama",1,1382,16237,29472,43282,8288,41627.0,21399,448.0,100100.0,1,21,10616,29472,6542,17926,4151,0.08498259830658147,0.19148837854073286,0.6082383279044516,0.14084554831704668,0.8491228070175438,0.0,0.8278388278388278,0.0,0.8521400778210116,0.0,0.8401639344262295,0.0,0.9543726235741444,0.0,10.0,0.03217010746282336,0.0396324082730942,0.034444419232601935,0.03505291005291005,0.033504802658533256,32.85406,86.726628,0.8647276541355515,0.0,0.034960929535992565,61.4,74.6,48.2,4.69,0.0,78.9,89.7,68.0,3.93,0.0,45.4,56.2,34.6,5.36,0.0,46.9,58.6,35.1,5.6,0.0,43.1,54.0,32.2,5.35,0.1,79.6,90.1,69.0,5.55,0.0,76.4,87.4,65.4,4.93,0.0,54.5,67.3,41.7,5.72,0.5,69.7,81.6,57.8,4.11,0.0,53.4,65.5,41.3,5.34,0.0,62.7,75.2,50.3,3.46,0.0,73.2,84.7,61.7,3.84,0.0,45.13333333333333,78.3,62.1,SOUTHEAST,Alabama,43643,0.0783630822812364,0.8110120752468896,0.0955708819283734,0.0028641477441972373,0.14989803634030657,0.2432463396191829,White,Shelby County Airport,36.19809880994101
11,11,23,"Choctaw County, Alabama",1,886,5575,9534,13202,3093,33536.0,20755,312.0,61100.0,1,23,2818,9534,2713,5762,1126,0.13450409099980046,0.23428268444175124,0.604363331235578,0.11810362911684498,0.9586776859504132,0.0,0.9421487603305784,0.0,0.9792531120331949,0.0,0.9575471698113208,0.0,0.9672131147540984,0.0,11.0,0.006012611819914943,0.008257934798219159,0.007538461538461537,0.007363199503952877,0.00795965009062968,31.991008,88.248887,0.9609679685759211,0.0,0.0074263715502356385,64.4,76.7,52.0,5.13,,82.1,91.7,72.5,4.28,,47.9,59.8,36.1,5.3,,49.8,61.6,37.9,5.36,,46.1,57.8,34.4,4.65,,82.0,92.0,72.0,5.18,,79.5,89.6,69.3,5.28,,58.0,70.6,45.3,6.43,,72.8,83.4,62.1,4.48,,55.9,67.5,44.3,4.89,,65.2,77.5,52.8,3.66,,76.3,86.8,65.7,4.49,,47.93333333333334,81.2,65.0,SOUTHEAST,Alabama,13859,0.005267335305577603,0.5555956418211992,0.4322101161699978,0.0008658633379031676,0.19575726964427448,0.2033335738509272,White,Key Field,60.71307644886773
12,12,25,"Clarke County, Alabama",1,1211,9622,17128,24683,6107,32011.0,20064,362.0,86900.0,1,25,5754,17128,4391,10854,2217,0.19021246601550698,0.2474172507393753,0.6336992059785147,0.12943717888836992,0.968181818181818,0.0,0.9626556016597512,0.0,0.7420382165605095,0.0,0.9375,0.0,0.923529411764706,0.0,12.0,0.014671157047187706,0.021574141849982662,0.028529885644673243,0.019213583556747096,0.02186830510529933,31.685521,87.818624,0.9067810096333571,0.0,0.021171414640778007,63.4,76.4,50.3,4.18,0.1,79.9,90.7,69.2,3.72,0.0,48.2,60.4,36.0,5.77,0.1,49.2,62.0,36.5,5.66,0.0,45.9,58.3,33.5,5.73,0.1,80.0,90.6,69.4,6.31,0.0,77.7,88.7,66.7,5.26,0.0,56.4,69.6,43.3,5.97,0.0,71.3,83.3,59.2,4.29,0.0,55.9,69.1,42.7,5.04,0.0,64.7,77.7,51.7,3.29,0.0,74.7,86.1,63.3,4.26,0.0,47.76666666666667,79.2,63.94166666666667,SOUTHEAST,Alabama,25833,0.010490457941392792,0.5397359965935045,0.4366507954941353,0.002864553091007626,0.16997638679208765,0.22273835791429566,White,Mobile Regional Airport,117.42271668141278
13,13,27,"Clay County, Alabama",1,559,5419,9535,13219,2201,35327.0,18905,292.0,84100.0,1,27,2975,9535,2557,5837,914,0.08010148604566872,0.1665027611770936,0.6121657052962769,0.09585736759307813,0.8474576271186439,0.0,0.8421052631578947,0.0,0.9017857142857144,0.0,0.9396551724137931,0.0,0.8448275862068966,0.0,13.0,0.007464829170255527,0.01271519394242446,0.013651386693490444,0.012342891548129752,0.011048074051955807,33.267809,85.862051,0.8751662726365886,0.0,0.011444475081251198,59.9,74.0,45.9,4.49,0.2,77.6,89.4,65.9,4.47,0.0,44.1,56.3,31.9,5.27,0.3,45.9,58.6,33.3,5.89,0.3,42.0,54.2,29.8,5.18,0.8,78.0,89.6,66.4,5.11,0.0,74.7,86.9,62.4,4.35,0.0,52.9,66.6,39.1,5.85,0.6,67.8,80.8,54.9,4.72,0.0,52.7,66.1,39.2,5.14,0.0,61.4,75.1,47.7,3.95,0.0,71.6,84.0,59.2,3.73,0.0,44.0,76.76666666666667,60.71666666666667,SOUTHEAST,Alabama,13932,0.02863910422049957,0.80289979902383,0.14699971289118574,0.0016508756818834338,0.18353430950330174,0.21353718059144416,White,Anniston Metropolitan Airport,35.53713786038831
14,14,29,"Cleburne County, Alabama",1,697,5776,10420,14777,2508,38056.0,20151,367.0,108000.0,1,29,3481,10420,2655,6578,1257,0.07990165949600493,0.1697232185152602,0.6312859884836852,0.12063339731285988,0.8474576271186439,0.0,0.8421052631578947,0.0,0.9017857142857144,0.0,0.9396551724137931,0.0,0.8448275862068966,0.0,14.0,0.02057173390328613,0.0417093142272262,0.020342396777442096,0.014609401420358471,0.022519821440469046,33.671981,85.516109,0.8751662726365886,0.0,0.023950533553756388,59.3,72.9,45.7,4.42,0.2,77.6,88.4,66.7,3.55,0.0,43.1,54.5,31.7,4.72,0.1,44.6,56.6,32.6,5.76,0.2,40.9,52.4,29.5,5.09,0.6,78.1,88.8,67.4,5.5,0.0,74.7,85.9,63.4,4.31,0.0,52.2,65.3,39.1,5.32,0.6,67.4,79.5,55.4,4.95,0.0,51.5,64.2,38.8,4.71,0.0,60.9,74.0,47.7,3.45,0.0,71.4,83.1,59.8,3.27,0.0,42.86666666666667,76.8,60.14166666666666,SOUTHEAST,Alabama,14972,0.02050494255944429,0.9321399946566924,0.03299492385786802,0.0015362009083622762,0.17733101790008016,0.23250066791343843,White,Anniston Metropolitan Airport,33.063750750521606
15,15,31,"Coffee County, Alabama",1,3491,19160,34464,50232,8581,46729.0,24936,495.0,142400.0,1,31,12124,34464,7848,15442,8223,0.0659320727338684,0.17082736104475235,0.4480617455896008,0.2385967966573816,0.8489010989010989,0.0,0.8054794520547945,0.0,0.9058171745152356,0.0,0.8360655737704918,0.0,0.8232044198895028,0.0,15.0,0.02840954592776488,0.033613612815812544,0.02669084744426265,0.025572474718121584,0.028479280688037532,31.402183,85.989201,0.8438935438262248,0.0,0.02855315231879984,65.7,77.9,53.5,3.99,0.0,81.0,90.9,71.0,4.52,0.0,51.4,62.3,40.4,4.48,0.0,53.0,64.4,41.7,4.6,0.0,49.0,60.0,38.1,5.31,0.0,81.4,91.5,71.4,5.99,0.0,79.5,90.0,69.0,5.0,0.0,59.5,71.5,47.4,5.85,0.0,73.7,85.2,62.1,3.59,0.0,59.3,70.8,47.8,4.11,0.0,68.0,79.5,56.6,3.03,0.0,76.9,87.5,66.3,3.84,0.0,51.13333333333333,80.63333333333334,66.53333333333332,SOUTHEAST,Alabama,49948,0.06366621286137583,0.7234323696644509,0.16531192440137746,0.012593096820693522,0.15712340834467847,0.24273244173940897,White,Cairns AAF (Fort Rucker) Air Field,29.75816484325424
16,16,33,"Colbert County, Alabama",1,2110,22204,38008,53995,9406,40576.0,22546,418.0,99400.0,1,33,11852,38008,9833,19267,7063,0.08791590652419425,0.1742013149365682,0.5069195958745527,0.18582929909492735,0.8842105263157894,0.0,0.8838028169014085,0.0,0.8964285714285715,0.0,0.9148936170212766,0.0,0.9142857142857144,0.0,16.0,0.026016021165576542,0.035509233863594815,0.04301035975955126,0.03756110110625161,0.04320331402595498,34.703112,87.801457,0.898724249190552,0.0,0.03706000598418584,60.0,71.7,48.3,,,78.8,90.1,67.4,,,42.5,52.5,32.5,,,43.0,54.0,31.9,,,39.4,49.7,29.1,,,78.9,89.4,68.3,,,75.5,86.6,64.3,,,51.5,63.5,39.4,,,68.2,79.5,56.9,,,51.1,62.5,39.6,,,60.7,73.3,48.0,,,71.9,83.6,60.2,,,41.63333333333333,77.73333333333333,60.12500000000001,SOUTHEAST,Alabama,54428,0.020081575659586976,0.7961710884103771,0.15988094363195415,0.004115528771955611,0.1806606893510693,0.21775556698757992,White,Northwest Alabama Regional Airport,18.13228575674448
17,17,35,"Conecuh County, Alabama",1,676,5168,8905,12789,4320,24900.0,15968,328.0,70100.0,1,35,2846,8905,2517,5913,732,0.2251319957761352,0.3377902885292048,0.6640089837170129,0.08220101066816396,0.821917808219178,0.0,0.7890410958904109,0.0,0.8493150684931506,0.0,0.8852459016393442,0.0,0.8066298342541437,0.0,17.0,0.029735073151443255,0.03848575476152999,0.036935704514363885,0.031375890920359466,0.028998529652017643,31.428293,86.992029,0.8304299416992456,0.0,0.03310619059994284,64.0,77.1,50.8,4.46,0.0,80.2,90.6,69.8,5.07,0.0,49.4,60.8,38.0,5.06,0.1,50.7,63.0,38.4,5.33,0.0,47.2,58.8,35.6,5.67,0.0,80.5,90.9,70.0,6.51,0.0,78.3,89.2,67.4,5.52,0.0,57.5,70.6,44.3,6.14,0.0,72.1,84.2,59.9,4.52,0.0,56.9,69.3,44.5,4.88,0.0,66.1,78.2,54.1,3.55,0.0,75.7,86.6,64.9,4.31,0.0,49.1,79.66666666666667,64.88333333333334,SOUTHEAST,Alabama,13228,0.01217115210160266,0.5113395827033566,0.4628061687329906,0.0012851527063804052,0.19027819776232235,0.2151496824916843,White,South Alabama Regional At Bill Benton Field Airport,58.4342036093045
18,18,37,"Coosa County, Alabama",1,575,4450,8022,10750,2073,31212.0,17519,336.0,78300.0,1,37,2045,8022,1969,5097,679,0.1683079677708147,0.1928372093023256,0.6353777112939416,0.08464223385689354,0.9385245901639344,0.0,0.9142857142857144,0.0,0.9570815450643776,0.0,0.9145299145299144,0.0,0.9523809523809524,0.0,18.0,0.00029809220985691566,0.028856134523562383,0.027441756272401432,0.02512843421934331,0.02389741597046824,32.931445000000004,86.243482,0.9353605432849786,0.0,0.02112436663912646,61.6,74.7,48.6,4.57,0.2,78.1,88.1,68.0,4.9,0.0,46.3,56.6,36.0,5.07,0.0,48.0,59.3,36.7,5.73,0.1,44.2,54.5,33.9,5.37,0.3,79.0,89.5,68.4,5.4,0.0,76.2,87.1,65.2,3.82,0.0,55.2,67.9,42.6,5.63,0.4,69.3,81.1,57.5,4.19,0.0,54.0,65.0,42.9,5.05,0.0,63.2,74.3,52.1,2.89,0.0,73.1,83.4,62.8,3.96,0.0,46.166666666666664,77.76666666666667,62.35,SOUTHEAST,Alabama,11539,0.019932403154519454,0.6589825808128954,0.308172285293353,0.0012132767137533582,0.17063870352716873,0.17722506283040124,White,Maxwell Air Force Base,61.905550812517255
19,19,39,"Covington County, Alabama",1,2331,14949,26470,37169,7515,36444.0,20977,362.0,93600.0,1,39,8409,26470,7419,14233,3792,0.10813923726644484,0.20218461621243508,0.5377030600680015,0.1432565168114847,0.9529085872576176,0.0,0.9230769230769232,0.0,0.96986301369863,0.0,0.9453551912568308,0.0,0.9171270718232044,0.0,19.0,0.02274592877002516,0.028302632619179383,0.028839862866713774,0.03335468032874373,0.023313571543021952,31.243987,86.44872099999999,0.9416661574226411,0.0,0.027311335225536804,66.2,78.6,53.8,,,81.9,91.4,72.3,,,51.7,62.6,40.7,,,53.8,65.1,42.5,,,50.4,61.4,39.3,,,82.1,91.7,72.5,,,80.1,90.2,69.9,,,58.9,71.1,46.7,,,74.1,85.6,62.5,,,58.8,70.8,46.8,,,67.6,79.2,55.9,,,77.6,87.6,67.6,,,51.96666666666666,81.36666666666666,66.93333333333334,SOUTHEAST,Alabama,37765,0.01278962001853568,0.8407520190652721,0.12405666622534092,0.003918972593671389,0.19645174103005428,0.22266649013636966,White,South Alabama Regional At Bill Benton Field Airport,8.887789511593963
