	COUNTY	NAME	ST	B00001_001E	B01001_001E	B00002_001E	B08201_001E	state	county
1654	001	Adams County, Nebraska	31	3865	31442	1579	12670	31	001
1655	003	Antelope County, Nebraska	31	1979	6486	923	2821	31	003
1656	005	Arthur County, Nebraska	31	258	448	132	180	31	005
1657	007	Banner County, Nebraska	31	238	820	117	339	31	007
1658	009	Blaine County, Nebraska	31	216	551	126	231	31	009
1659	011	Boone County, Nebraska	31	1488	5373	705	2227	31	011
1660	013	Box Butte County, Nebraska	31	1157	11310	514	4805	31	013
1661	015	Boyd County, Nebraska	31	834	2039	488	935	31	015
1662	017	Brown County, Nebraska	31	528	3078	285	1511	31	017
1663	019	Buffalo County, Nebraska	31	6024	47958	2372	18352	31	019
1664	021	Burt County, Nebraska	31	1695	6647	841	2801	31	021
1665	023	Butler County, Nebraska	31	2021	8256	931	3577	31	023
1666	025	Cass County, Nebraska	31	4315	25360	1862	9756	31	025
1667	027	Cedar County, Nebraska	31	2356	8675	1062	3575	31	027
1668	029	Chase County, Nebraska	31	683	3897	327	1701	31	029
1669	031	Cherry County, Nebraska	31	918	5770	455	2639	31	031
1670	033	Cheyenne County, Nebraska	31	1638	10077	789	4393	31	033
1671	035	Clay County, Nebraska	31	2027	6382	888	2617	31	035
1672	037	Colfax County, Nebraska	31	1695	10522	721	3634	31	037
1673	039	Cuming County, Nebraska	31	1645	9078	734	3699	31	039
1674	041	Custer County, Nebraska	31	2670	10802	1284	4745	31	041
1675	043	Dakota County, Nebraska	31	2235	20798	853	7290	31	043
1676	045	Dawes County, Nebraska	31	1035	9136	413	3611	31	045
1677	047	Dawson County, Nebraska	31	2904	24069	1210	8755	31	047
1678	049	Deuel County, Nebraska	31	617	1946	302	822	31	049
1679	051	Dixon County, Nebraska	31	1851	5866	859	2305	31	051
1680	053	Dodge County, Nebraska	31	4360	36725	1943	15110	31	053
1681	055	Douglas County, Nebraska	31	50611	537655	20822	208541	31	055
1682	057	Dundy County, Nebraska	31	510	2015	254	900	31	057
1683	059	Fillmore County, Nebraska	31	1593	5697	794	2464	31	059
1684	061	Franklin County, Nebraska	31	1104	3105	539	1409	31	061
1685	063	Frontier County, Nebraska	31	929	2573	492	1084	31	063
1686	065	Furnas County, Nebraska	31	1318	4887	695	2276	31	065
1687	067	Gage County, Nebraska	31	3773	21818	1762	9240	31	067
1688	069	Garden County, Nebraska	31	431	1823	277	845	31	069
1689	071	Garfield County, Nebraska	31	408	1933	216	903	31	071
1690	073	Gosper County, Nebraska	31	516	1976	260	789	31	073
1691	075	Grant County, Nebraska	31	294	769	162	299	31	075
1692	077	Greeley County, Nebraska	31	859	2476	437	995	31	077
1693	079	Hall County, Nebraska	31	5518	60792	2273	22433	31	079
1694	081	Hamilton County, Nebraska	31	1952	9100	807	3649	31	081
1695	083	Harlan County, Nebraska	31	925	3458	553	1555	31	083
1696	085	Hayes County, Nebraska	31	332	1084	158	482	31	085
1697	087	Hitchcock County, Nebraska	31	888	2879	472	1342	31	087
1698	089	Holt County, Nebraska	31	2145	10398	1013	4520	31	089
1699	091	Hooker County, Nebraska	31	230	681	120	312	31	091
1700	093	Howard County, Nebraska	31	1388	6347	658	2560	31	093
1701	095	Jefferson County, Nebraska	31	1473	7433	754	3359	31	095
1702	097	Johnson County, Nebraska	31	1319	5167	557	1886	31	097
1703	099	Kearney County, Nebraska	31	1121	6549	480	2767	31	099
1704	101	Keith County, Nebraska	31	1274	8146	679	3905	31	101
1705	103	Keya Paha County, Nebraska	31	287	711	170	343	31	103
1706	105	Kimball County, Nebraska	31	672	3720	323	1574	31	105
1707	107	Knox County, Nebraska	31	2835	8556	1342	3716	31	107
1708	109	Lancaster County, Nebraska	31	27048	298080	10662	117667	31	109
1709	111	Lincoln County, Nebraska	31	4268	35896	1809	15010	31	111
1710	113	Logan County, Nebraska	31	333	851	157	365	31	113
1711	115	Loup County, Nebraska	31	244	548	145	258	31	115
1712	117	McPherson County, Nebraska	31	146	433	75	197	31	117
1713	119	Madison County, Nebraska	31	4169	35111	1776	14007	31	119
1714	121	Merrick County, Nebraska	31	1535	7776	685	3325	31	121
1715	123	Morrill County, Nebraska	31	979	4874	453	1981	31	123
1716	125	Nance County, Nebraska	31	844	3639	409	1548	31	125
1717	127	Nemaha County, Nebraska	31	1345	7168	623	2877	31	127
1718	129	Nuckolls County, Nebraska	31	1069	4391	558	2068	31	129
1719	131	Otoe County, Nebraska	31	2514	15842	1114	6447	31	131
1720	133	Pawnee County, Nebraska	31	764	2726	417	1261	31	133
1721	135	Perkins County, Nebraska	31	703	2924	343	1243	31	135
1722	137	Phelps County, Nebraska	31	1644	9216	699	3728	31	137
1723	139	Pierce County, Nebraska	31	1782	7184	784	2940	31	139
1724	141	Platte County, Nebraska	31	3690	32642	1536	12707	31	141
1725	143	Polk County, Nebraska	31	1555	5271	741	2179	31	143
1726	145	Red Willow County, Nebraska	31	1223	10946	567	4651	31	145
1727	147	Richardson County, Nebraska	31	1474	8201	734	3761	31	147
1728	149	Rock County, Nebraska	31	453	1401	247	690	31	149
1729	151	Saline County, Nebraska	31	2275	14360	948	5104	31	151
1730	153	Sarpy County, Nebraska	31	15838	169192	5922	61983	31	153
1731	155	Saunders County, Nebraska	31	4032	20913	1724	8055	31	155
1732	157	Scotts Bluff County, Nebraska	31	3996	36684	1772	14755	31	157
1733	159	Seward County, Nebraska	31	3243	16998	1280	6348	31	159
1734	161	Sheridan County, Nebraska	31	1094	5294	592	2259	31	161
1735	163	Sherman County, Nebraska	31	875	3107	463	1377	31	163
1736	165	Sioux County, Nebraska	31	352	1249	209	549	31	165
1737	167	Stanton County, Nebraska	31	1191	6081	512	2323	31	167
1738	169	Thayer County, Nebraska	31	1658	5182	823	2341	31	169
1739	171	Thomas County, Nebraska	31	271	675	138	300	31	171
1740	173	Thurston County, Nebraska	31	2426	6946	927	2084	31	173
1741	175	Valley County, Nebraska	31	992	4254	479	1897	31	175
1742	177	Washington County, Nebraska	31	2492	20257	1009	8034	31	177
1743	179	Wayne County, Nebraska	31	1479	9425	545	3500	31	179
1744	181	Webster County, Nebraska	31	1091	3697	557	1552	31	181
1745	183	Wheeler County, Nebraska	31	318	847	210	389	31	183
1746	185	York County, Nebraska	31	2314	13825	982	5604	31	185
1747	001	Churchill County, Nevada	32	2059	24252	903	9475	32	001
1748	003	Clark County, Nevada	32	137099	2035572	59968	724446	32	003
1749	005	Douglas County, Nevada	32	4916	47259	2516	19779	32	005
1750	007	Elko County, Nevada	32	4122	51562	1689	17696	32	007
1751	009	Esmeralda County, Nevada	32	184	1141	187	483	32	009
1752	011	Eureka County, Nevada	32	159	1669	101	767	32	011
1753	013	Humboldt County, Nevada	32	1305	17067	583	6149	32	013
1754	015	Lander County, Nevada	32	441	5946	176	2114	32	015
1755	017	Lincoln County, Nevada	32	397	5194	179	1883	32	017
1756	019	Lyon County, Nevada	32	3336	51657	1431	19524	32	019
1757	021	Mineral County, Nevada	32	618	4566	335	1990	32	021
1758	023	Nye County, Nevada	32	2441	42625	1219	17427	32	023
1759	027	Pershing County, Nevada	32	1056	6722	237	2083	32	027
1760	029	Storey County, Nevada	32	360	3929	164	1767	32	029
1761	031	Washoe County, Nevada	32	30781	435019	13406	166345	32	031
1762	033	White Pine County, Nevada	32	1264	9974	439	3187	32	033
1763	510	Carson City, Nevada	32	4406	54482	1760	21594	32	510
1764	001	Belknap County, New Hampshire	33	5008	60399	2706	24597	33	001
1765	003	Carroll County, New Hampshire	33	4849	47513	3374	21206	33	003
1766	005	Cheshire County, New Hampshire	33	8844	76430	3861	30638	33	005
1767	007	Coos County, New Hampshire	33	5708	31870	3749	14198	33	007
1768	009	Grafton County, New Hampshire	33	12181	89341	6428	35035	33	009
1769	011	Hillsborough County, New Hampshire	33	32147	403972	12977	155208	33	011
1770	013	Merrimack County, New Hampshire	33	15099	147262	6287	56705	33	013
1771	015	Rockingham County, New Hampshire	33	23964	299006	9878	118095	33	015
1772	017	Strafford County, New Hampshire	33	9919	125273	3770	47149	33	017
1773	019	Sullivan County, New Hampshire	33	5102	43135	2536	17420	33	019
1774	001	Atlantic County, New Jersey	34	22247	275376	10139	101818	34	001
1775	003	Bergen County, New Jersey	34	67936	926330	25722	335550	34	003
1776	005	Burlington County, New Jersey	34	40297	450556	15699	164659	34	005
1777	007	Camden County, New Jersey	34	41984	511998	16994	186101	34	007
1778	009	Cape May County, New Jersey	34	9570	95805	7968	40412	34	009
1779	011	Cumberland County, New Jersey	34	14658	157035	5200	50368	34	011
1780	013	Essex County, New Jersey	34	60770	791609	24584	278085	34	013
1781	015	Gloucester County, New Jersey	34	24714	290298	9337	104268	34	015
1782	017	Hudson County, New Jersey	34	46826	662619	19749	249584	34	017
1783	019	Hunterdon County, New Jersey	34	12423	126250	4758	46899	34	019
1784	021	Mercer County, New Jersey	34	26523	370212	9939	130546	34	021
1785	023	Middlesex County, New Jersey	34	66390	830300	23551	282058	34	023
1786	025	Monmouth County, New Jersey	34	51405	629185	20875	233105	34	025
1787	027	Morris County, New Jersey	34	39518	498192	14875	180093	34	027
1788	029	Ocean County, New Jersey	34	45538	583450	21779	222494	34	029
1789	031	Passaic County, New Jersey	34	33588	507574	12390	161318	34	031
1790	033	Salem County, New Jersey	34	7621	65120	3175	24347	34	033
1791	035	Somerset County, New Jersey	34	24903	330604	9461	115998	34	035
1792	037	Sussex County, New Jersey	34	14738	145930	5928	53941	34	037
1793	039	Union County, New Jersey	34	38660	548744	14627	186175	34	039
1794	041	Warren County, New Jersey	34	11020	107226	4301	41667	34	041
1795	001	Bernalillo County, New Mexico	35	44903	673943	19915	263270	35	001
1796	003	Catron County, New Mexico	35	278	3583	425	1387	35	003
1797	005	Chaves County, New Mexico	35	5224	65811	2055	23422	35	005
1798	006	Cibola County, New Mexico	35	2799	27382	1191	8533	35	006
1799	007	Colfax County, New Mexico	35	1390	12997	1053	5546	35	007
1800	009	Curry County, New Mexico	35	3833	50497	1623	18162	35	009
1801	011	De Baca County, New Mexico	35	275	2020	176	520	35	011
1802	013	Doña Ana County, New Mexico	35	12625	213963	4826	74762	35	013
1803	015	Eddy County, New Mexico	35	3619	55641	1521	20638	35	015
1804	017	Grant County, New Mexico	35	2249	29119	1094	12032	35	017
1805	019	Guadalupe County, New Mexico	35	442	4526	301	1192	35	019
1806	021	Harding County, New Mexico	35	252	565	236	189	35	021
1807	023	Hidalgo County, New Mexico	35	624	4643	325	1828	35	023
1808	025	Lea County, New Mexico	35	5147	68149	1981	21449	35	025
1809	027	Lincoln County, New Mexico	35	1364	19931	997	8479	35	027
1810	028	Los Alamos County, New Mexico	35	1395	17939	631	7615	35	028
1811	029	Luna County, New Mexico	35	1739	24789	841	9044	35	029
1812	031	McKinley County, New Mexico	35	11308	73998	5576	18449	35	031
1813	033	Mora County, New Mexico	35	301	4660	275	1654	35	033
1814	035	Otero County, New Mexico	35	4778	65318	2181	23668	35	035
1815	037	Quay County, New Mexico	35	902	8698	659	3347	35	037
1816	039	Rio Arriba County, New Mexico	35	5113	39949	2857	13730	35	039
1817	041	Roosevelt County, New Mexico	35	1865	19908	739	7139	35	041
1818	043	Sandoval County, New Mexico	35	13695	136638	5474	47931	35	043
1819	045	San Juan County, New Mexico	35	13301	125133	5903	40643	35	045
1820	047	San Miguel County, New Mexico	35	1791	28668	981	10788	35	047
1821	049	Santa Fe County, New Mexico	35	16214	147108	8031	61179	35	049
1822	051	Sierra County, New Mexico	35	871	11615	620	5044	35	051
1823	053	Socorro County, New Mexico	35	1184	17494	818	4947	35	053
1824	055	Taos County, New Mexico	35	3153	32943	2245	13224	35	055
1825	057	Torrance County, New Mexico	35	1298	15853	725	5370	35	057
1826	059	Union County, New Mexico	35	634	4339	347	1559	35	059
1827	061	Valencia County, New Mexico	35	5207	76297	2086	26863	35	061
1828	001	Albany County, New York	36	24553	307463	10443	123451	36	001
1829	003	Allegany County, New York	36	10694	48070	5220	18285	36	003
1830	005	Bronx County, New York	36	91893	1428357	34734	484902	36	005
1831	007	Broome County, New York	36	18679	198093	8094	79132	36	007
1832	009	Cattaraugus County, New York	36	14851	78962	7198	31635	36	009
1833	011	Cayuga County, New York	36	12390	79173	5470	30972	36	011
1834	013	Chautauqua County, New York	36	17271	132646	7904	53546	36	013
1835	015	Chemung County, New York	36	9167	88267	3694	35167	36	015
1836	017	Chenango County, New York	36	7905	49549	3954	19641	36	017
1837	019	Clinton County, New York	36	8739	81685	3454	31898	36	019
1838	021	Columbia County, New York	36	7525	62195	3683	25235	36	021
1839	023	Cortland County, New York	36	7222	49043	2966	17935	36	023
1840	025	Delaware County, New York	36	6916	46901	4264	19262	36	025
1841	027	Dutchess County, New York	36	26604	296928	10165	106771	36	027
1842	029	Erie County, New York	36	74560	921584	32517	382846	36	029
1843	031	Essex County, New York	36	5428	38912	3402	15268	36	031
1844	033	Franklin County, New York	36	7805	51280	3824	19148	36	033
1845	035	Fulton County, New York	36	5912	54606	2935	22281	36	035
1846	037	Genesee County, New York	36	7811	59458	3285	23938	36	037
1847	039	Greene County, New York	36	4943	48312	3040	17634	36	039
1848	041	Hamilton County, New York	36	1168	4760	2657	1376	36	041
1849	043	Herkimer County, New York	36	9352	64034	4417	26130	36	043
1850	045	Jefferson County, New York	36	14613	118947	6607	44306	36	045
1851	047	Kings County, New York	36	208386	2595259	81712	931786	36	047
1852	049	Lewis County, New York	36	5553	27124	3073	10539	36	049
1853	051	Livingston County, New York	36	8538	64801	3297	24226	36	051
1854	053	Madison County, New York	36	9061	72427	3730	26288	36	053
1855	055	Monroe County, New York	36	60300	749356	25423	299764	36	055
1856	057	Montgomery County, New York	36	6801	49779	3069	19539	36	057
1857	059	Nassau County, New York	36	115581	1354612	40737	440640	36	059
1858	061	New York County, New York	36	79753	1629507	40061	750419	36	061
1859	063	Niagara County, New York	36	18511	214150	8503	87807	36	063
1860	065	Oneida County, New York	36	25010	233558	10842	90844	36	065
1861	067	Onondaga County, New York	36	46252	468304	19532	184641	36	067
1862	069	Ontario County, New York	36	11324	109192	4883	44252	36	069
1863	071	Orange County, New York	36	30244	375384	10923	125270	36	071
1864	073	Orleans County, New York	36	5084	42204	2004	16016	36	073
1865	075	Oswego County, New York	36	13582	121183	5864	45300	36	075
1866	077	Otsego County, New York	36	10238	61399	4612	23636	36	077
1867	079	Putnam County, New York	36	8054	99488	3062	34090	36	079
1868	081	Queens County, New York	36	180477	2301139	67324	780644	36	081
1869	083	Rensselaer County, New York	36	14531	159900	6151	63447	36	083
1870	085	Richmond County, New York	36	34683	472481	13027	165784	36	085
1871	087	Rockland County, New York	36	27432	320688	8844	98806	36	087
1872	089	St. Lawrence County, New York	36	15725	112011	7159	41449	36	089
1873	091	Saratoga County, New York	36	19219	223774	8380	89921	36	091
1874	093	Schenectady County, New York	36	12978	154796	5894	56760	36	093
1875	095	Schoharie County, New York	36	5609	31913	2874	12409	36	095
1876	097	Schuyler County, New York	36	3207	18410	1567	7686	36	097
1877	099	Seneca County, New York	36	5915	35144	2484	13561	36	099
1878	101	Steuben County, New York	36	16136	98665	7487	41058	36	101
1879	103	Suffolk County, New York	36	118295	1501373	46418	493849	36	103
1880	105	Sullivan County, New York	36	7830	76330	4692	28404	36	105
1881	107	Tioga County, New York	36	5429	50199	2318	19872	36	107
1882	109	Tompkins County, New York	36	9421	103855	3243	38460	36	109
1883	111	Ulster County, New York	36	15779	181300	6912	69474	36	111
1884	113	Warren County, New York	36	6606	65180	3958	26788	36	113
1885	115	Washington County, New York	36	7885	62700	3530	24237	36	115
1886	117	Wayne County, New York	36	9512	92416	4131	36476	36	117
1887	119	Westchester County, New York	36	74290	967315	28205	341866	36	119
1888	121	Wyoming County, New York	36	6669	41446	2789	15787	36	121
1889	123	Yates County, New York	36	4084	25187	1825	9725	36	123
1890	001	Alamance County, North Carolina	37	13941	155258	5888	61545	37	001
1891	003	Alexander County, North Carolina	37	2520	37158	1100	13581	37	003
1892	005	Alleghany County, North Carolina	37	1150	10911	683	4770	37	005
1893	007	Anson County, North Carolina	37	2472	26135	990	9511	37	007
1894	009	Ashe County, North Carolina	37	2218	27114	1235	11786	37	009
1895	011	Avery County, North Carolina	37	2172	17695	1633	6801	37	011
1896	013	Beaufort County, North Carolina	37	4047	47561	2137	18516	37	013
1897	015	Bertie County, North Carolina	37	1969	20518	978	7408	37	015
1898	017	Bladen County, North Carolina	37	2502	34720	1333	14401	37	017
1899	019	Brunswick County, North Carolina	37	9080	115926	6415	49193	37	019
1900	021	Buncombe County, North Carolina	37	16863	247336	7700	101860	37	021
1901	023	Burke County, North Carolina	37	7250	89548	3197	34180	37	023
1902	025	Cabarrus County, North Carolina	37	11873	188375	4826	67161	37	025
1903	027	Caldwell County, North Carolina	37	5724	81758	2682	31566	37	027
1904	029	Camden County, North Carolina	37	792	10161	306	3795	37	029
1905	031	Carteret County, North Carolina	37	7828	68228	5135	29565	37	031
1906	033	Caswell County, North Carolina	37	2166	23174	944	8676	37	033
1907	035	Catawba County, North Carolina	37	10857	154610	4687	58641	37	035
1908	037	Chatham County, North Carolina	37	4360	67431	1935	26923	37	037
1909	039	Cherokee County, North Carolina	37	2228	27092	1316	10592	37	039
1910	041	Chowan County, North Carolina	37	881	14656	404	5967	37	041
1911	043	Clay County, North Carolina	37	707	10656	405	4540	37	043
1912	045	Cleveland County, North Carolina	37	8076	97178	3637	37453	37	045
1913	047	Columbus County, North Carolina	37	5251	57230	2340	22006	37	047
1914	049	Craven County, North Carolina	37	7367	104450	3113	40131	37	049
1915	051	Cumberland County, North Carolina	37	26132	324603	11623	122643	37	051
1916	053	Currituck County, North Carolina	37	1852	24492	1178	9300	37	053
1917	055	Dare County, North Carolina	37	2976	34863	2774	14969	37	055
1918	057	Davidson County, North Carolina	37	10797	163867	4668	64299	37	057
1919	059	Davie County, North Carolina	37	2814	41447	1237	15813	37	059
1920	061	Duplin County, North Carolina	37	4263	59453	1869	21946	37	061
1921	063	Durham County, North Carolina	37	18327	288817	7631	115975	37	063
1922	065	Edgecombe County, North Carolina	37	4461	55280	1990	21026	37	065
1923	067	Forsyth County, North Carolina	37	28279	361684	12314	143207	37	067
1924	069	Franklin County, North Carolina	37	4375	62296	1833	23506	37	069
1925	071	Gaston County, North Carolina	37	18062	209807	7773	79166	37	071
1926	073	Gates County, North Carolina	37	1107	11724	489	4402	37	073
1927	075	Graham County, North Carolina	37	810	8700	602	3267	37	075
1928	077	Granville County, North Carolina	37	4315	58109	1660	20223	37	077
1929	079	Greene County, North Carolina	37	2131	21328	857	7222	37	079
1930	081	Guilford County, North Carolina	37	37534	506763	15941	199540	37	081
1931	083	Halifax County, North Carolina	37	4873	53407	2320	21468	37	083
1932	085	Harnett County, North Carolina	37	14136	124320	5932	42672	37	085
1933	087	Haywood County, North Carolina	37	4664	59170	2502	26111	37	087
1934	089	Henderson County, North Carolina	37	7584	109719	3761	46079	37	089
1935	091	Hertford County, North Carolina	37	4496	24368	2134	8651	37	091
1936	093	Hoke County, North Carolina	37	3223	51075	1305	16990	37	093
1937	095	Hyde County, North Carolina	37	273	5693	136	2050	37	095
1938	097	Iredell County, North Carolina	37	12893	165066	5506	60893	37	097
1939	099	Jackson County, North Carolina	37	3217	40812	1802	15956	37	099
1940	101	Johnston County, North Carolina	37	9694	178396	3949	61950	37	101
1941	103	Jones County, North Carolina	37	1265	10166	612	4136	37	103
1942	105	Lee County, North Carolina	37	4149	59418	1730	21206	37	105
1943	107	Lenoir County, North Carolina	37	4105	58782	1933	23335	37	107
1944	109	Lincoln County, North Carolina	37	5704	79578	2363	30088	37	109
1945	111	McDowell County, North Carolina	37	3180	44961	1446	17323	37	111
1946	113	Macon County, North Carolina	37	2803	33919	1846	15536	37	113
1947	115	Madison County, North Carolina	37	1953	21027	969	8450	37	115
1948	117	Martin County, North Carolina	37	2181	23729	1118	9269	37	117
1949	119	Mecklenburg County, North Carolina	37	67628	990288	28657	379786	37	119
1950	121	Mitchell County, North Carolina	37	1406	15330	733	6344	37	121
1951	123	Montgomery County, North Carolina	37	2551	27601	1273	10588	37	123
1952	125	Moore County, North Carolina	37	6376	91743	3053	37143	37	125
1953	127	Nash County, North Carolina	37	6799	94722	2971	36711	37	127
1954	129	New Hanover County, North Carolina	37	13710	213091	6282	88403	37	129
1955	131	Northampton County, North Carolina	37	2320	21011	1231	8630	37	131
1956	133	Onslow County, North Carolina	37	12319	183753	4449	62185	37	133
1957	135	Orange County, North Carolina	37	11870	138644	4523	51880	37	135
1958	137	Pamlico County, North Carolina	37	1986	12982	1095	5237	37	137
1959	139	Pasquotank County, North Carolina	37	3022	40018	1238	14448	37	139
1960	141	Pender County, North Carolina	37	4188	55166	2240	20130	37	141
1961	143	Perquimans County, North Carolina	37	1154	13498	557	5500	37	143
1962	145	Person County, North Carolina	37	3324	39262	1533	15383	37	145
1963	147	Pitt County, North Carolina	37	10688	173798	4400	67502	37	147
1964	149	Polk County, North Carolina	37	1862	20327	1054	8701	37	149
1965	151	Randolph County, North Carolina	37	10037	142370	4353	54507	37	151
1966	153	Richmond County, North Carolina	37	3537	46046	1560	18461	37	153
1967	155	Robeson County, North Carolina	37	13857	134871	6029	45773	37	155
1968	157	Rockingham County, North Carolina	37	7323	92300	3353	37583	37	157
1969	159	Rowan County, North Carolina	37	10454	138361	4420	51612	37	159
1970	161	Rutherford County, North Carolina	37	4807	66865	2441	26426	37	161
1971	163	Sampson County, North Carolina	37	6143	63873	2774	23280	37	163
1972	165	Scotland County, North Carolina	37	3681	35932	1631	12996	37	165
1973	167	Stanly County, North Carolina	37	6314	60586	2668	23667	37	167
1974	169	Stokes County, North Carolina	37	3069	46661	1384	18968	37	169
1975	171	Surry County, North Carolina	37	6963	73170	3141	29267	37	171
1976	173	Swain County, North Carolina	37	1238	14163	747	5379	37	173
1977	175	Transylvania County, North Carolina	37	2208	32928	1157	13667	37	175
1978	177	Tyrrell County, North Carolina	37	525	4152	247	1451	37	177
1979	179	Union County, North Carolina	37	15899	213422	5729	70711	37	179
1980	181	Vance County, North Carolina	37	2895	44829	1359	16589	37	181
1981	183	Wake County, North Carolina	37	62856	976019	24762	364669	37	183
1982	185	Warren County, North Carolina	37	2038	20468	1139	7817	37	185
1983	187	Washington County, North Carolina	37	901	12668	447	5216	37	187
1984	189	Watauga County, North Carolina	37	4840	52240	2913	19996	37	189
1985	191	Wayne County, North Carolina	37	8460	124355	3638	47530	37	191
1986	193	Wilkes County, North Carolina	37	4650	68946	2074	27422	37	193
1987	195	Wilson County, North Carolina	37	6410	81581	2839	32003	37	195
1988	197	Yadkin County, North Carolina	37	3199	37971	1473	15369	37	197
1989	199	Yancey County, North Carolina	37	1629	17604	925	7416	37	199
1990	001	Adams County, North Dakota	38	593	2341	310	1067	38	001
1991	003	Barnes County, North Dakota	38	1941	11097	906	5056	38	003
1992	005	Benson County, North Dakota	38	2131	6794	1016	2280	38	005
1993	007	Billings County, North Dakota	38	276	969	148	407	38	007
1994	009	Bottineau County, North Dakota	38	1590	6634	818	3035	38	009
1995	011	Bowman County, North Dakota	38	853	3221	411	1377	38	011
1996	013	Burke County, North Dakota	38	783	2208	440	980	38	013
1997	015	Burleigh County, North Dakota	38	8642	88223	3393	37061	38	015
1998	017	Cass County, North Dakota	38	14627	162500	5932	68776	38	017
1999	019	Cavalier County, North Dakota	38	982	3890	525	1746	38	019
2000	021	Dickey County, North Dakota	38	1073	5195	520	2132	38	021
2001	023	Divide County, North Dakota	38	445	2314	260	1081	38	023
2002	025	Dunn County, North Dakota	38	1013	4195	686	1557	38	025
2003	027	Eddy County, North Dakota	38	662	2370	351	1060	38	027
2004	029	Emmons County, North Dakota	38	1056	3463	587	1599	38	029
2005	031	Foster County, North Dakota	38	723	3366	363	1484	38	031
2006	033	Golden Valley County, North Dakota	38	392	1822	216	803	38	033
2007	035	Grand Forks County, North Dakota	38	8599	68979	3310	28521	38	035
2008	037	Grant County, North Dakota	38	965	2362	566	1136	38	037
2009	039	Griggs County, North Dakota	38	607	2329	348	1035	38	039
2010	041	Hettinger County, North Dakota	38	849	2621	426	1091	38	041
2011	043	Kidder County, North Dakota	38	699	2430	426	1084	38	043
2012	045	LaMoure County, North Dakota	38	1445	4113	729	1840	38	045
2013	047	Logan County, North Dakota	38	705	1945	362	878	38	047
2014	049	McHenry County, North Dakota	38	1618	5817	781	2608	38	049
2015	051	McIntosh County, North Dakota	38	919	2759	547	1289	38	051
2016	053	McKenzie County, North Dakota	38	1500	9615	663	3214	38	053
2017	055	McLean County, North Dakota	38	2697	9451	1422	4234	38	055
2018	057	Mercer County, North Dakota	38	1379	8633	719	3673	38	057
2019	059	Morton County, North Dakota	38	3082	28985	1325	12308	38	059
2020	061	Mountrail County, North Dakota	38	1576	9253	889	3206	38	061
2021	063	Nelson County, North Dakota	38	1040	3048	596	1522	38	063
2022	065	Oliver County, North Dakota	38	451	1819	223	792	38	065
2023	067	Pembina County, North Dakota	38	2055	7206	995	3285	38	067
2024	069	Pierce County, North Dakota	38	614	4395	302	2018	38	069
2025	071	Ramsey County, North Dakota	38	1542	11566	715	5016	38	071
2026	073	Ransom County, North Dakota	38	1195	5453	572	2352	38	073
2027	075	Renville County, North Dakota	38	766	2562	352	1020	38	075
2028	077	Richland County, North Dakota	38	3602	16317	1545	6621	38	077
2029	079	Rolette County, North Dakota	38	2179	14498	876	4774	38	079
2030	081	Sargent County, North Dakota	38	1355	3874	669	1728	38	081
2031	083	Sheridan County, North Dakota	38	583	1337	310	653	38	083
2032	085	Sioux County, North Dakota	38	1460	4380	566	1098	38	085
2033	087	Slope County, North Dakota	38	272	673	169	322	38	087
2034	089	Stark County, North Dakota	38	3390	28628	1398	11379	38	089
2035	091	Steele County, North Dakota	38	577	1979	324	948	38	091
2036	093	Stutsman County, North Dakota	38	3022	21076	1321	9061	38	093
2037	095	Towner County, North Dakota	38	700	2294	384	1003	38	095
2038	097	Traill County, North Dakota	38	2095	8077	955	3278	38	097
2039	099	Walsh County, North Dakota	38	2624	11005	1280	4929	38	099
2040	101	Ward County, North Dakota	38	6898	67736	2790	26131	38	101
2041	103	Wells County, North Dakota	38	1020	4204	547	2008	38	103
2042	105	Williams County, North Dakota	38	2734	29619	1180	12082	38	105
2043	001	Adams County, Ohio	39	2888	28229	1303	10858	39	001
2044	003	Allen County, Ohio	39	10788	105196	4565	39986	39	003
2045	005	Ashland County, Ohio	39	5587	53189	2224	20427	39	005
2046	007	Ashtabula County, Ohio	39	9790	99777	4211	38890	39	007
2047	009	Athens County, Ohio	39	7072	64974	2607	22486	39	009
2048	011	Auglaize County, Ohio	39	5814	45873	2412	18193	39	011
2049	013	Belmont County, Ohio	39	7786	69560	3515	27935	39	013
2050	015	Brown County, Ohio	39	4089	44247	1796	16672	39	015
2051	017	Butler County, Ohio	39	28016	372538	11151	134720	39	017
2052	019	Carroll County, Ohio	39	2836	28361	1266	10972	39	019
2053	021	Champaign County, Ohio	39	4203	39393	1733	15237	39	021
2054	023	Clark County, Ohio	39	14203	136827	6141	54809	39	023
2055	025	Clermont County, Ohio	39	15453	200285	6275	74812	39	025
2056	027	Clinton County, Ohio	39	4290	41892	1750	16073	39	027
2057	029	Columbiana County, Ohio	39	9768	105987	4068	42087	39	029
2058	031	Coshocton County, Ohio	39	3972	36724	1704	14335	39	031
2059	033	Crawford County, Ohio	39	4430	42725	2043	17798	39	033
2060	035	Cuyahoga County, Ohio	39	118051	1263189	56275	534719	39	035
2061	037	Darke County, Ohio	39	7137	52356	3004	20865	39	037
2062	039	Defiance County, Ohio	39	3759	38669	1582	15279	39	039
2063	041	Delaware County, Ohio	39	14972	185433	5509	65648	39	041
2064	043	Erie County, Ohio	39	6475	76141	3196	31767	39	043
2065	045	Fairfield County, Ohio	39	12616	149112	4956	55032	39	045
